Gene ID	Gene Symbol	Gene Biotype	Gene Description	Gene Chromosome	Gene Start	Gene Stop	Gene Strand	Scr_1	Scr_2	Scr_3	ASO_1	ASO_2	ASO_3
ENSG00000072062	PRKACA	protein_coding	Protein kinase C alpha type	chr19	14091688	14118084	-	441	370	564	428	399	605
ENSG00000153786	ZDHHC7	protein_coding	Palmitoyltransferase ZDHHC7	chr16	84974175	85011535	-	571	454	668	555	529	832
ENSG00000224727	FCF1P7	processed_pseudogene		chr1	243267257	243268119	-	0	0	0	3	0	0
ENSG00000164609	SLU7	protein_coding	Pre-mRNA-splicing factor SLU7	chr5	160401641	160421711	-	267	319	174	266	379	121
ENSG00000164830	OXR1	protein_coding	Oxidation resistance protein 1	chr8	106270144	106752694	+	173	257	190	189	269	116
ENSG00000264767	RN7SL237P	misc_RNA		chr20	38098414	38098700	-	2	1	4	1	1	3
ENSG00000131778	CHD1L	protein_coding	Chromodomain-helicase-DNA-binding protein 1-like	chr1	147242654	147295765	+	39	65	32	59	46	22
ENSG00000083828	ZNF586	protein_coding	Zinc finger protein 586	chr19	57769655	57819939	+	123	171	97	142	148	101
ENSG00000258082	ENSG00000258082	lncRNA		chr1	234978814	234980804	-	18	9	12	8	5	5
ENSG00000233178	ENSG00000233178	lncRNA		chr9	68393881	68406500	-	5	8	1	7	10	0
ENSG00000275367	ENSG00000275367	lncRNA		chr12	8217758	8221115	+	30	31	25	9	7	3
ENSG00000165799	RNASE7	protein_coding	Ribonuclease 7	chr14	21042316	21044234	+	23	12	10	3	2	0
ENSG00000273373	SLC16A4-AS1	lncRNA		chr1	110370154	110373003	+	37	39	13	57	71	19
ENSG00000213341	CHUK	protein_coding	Inhibitor of nuclear factor kappa-B kinase subunit alpha	chr10	100188300	100229596	-	206	226	95	222	228	70
ENSG00000211856	TRAJ33	TR_J_gene	T cell receptor alpha joining 33	chr14	22508602	22508658	+	4	8	2	3	4	1
ENSG00000074800	ENO1	protein_coding	Alpha-enolase	chr1	8861000	8879190	-	1352	1355	1760	1262	1201	2075
ENSG00000143337	TOR1AIP1	protein_coding	Torsin-1A-interacting protein 1	chr1	179882042	179920077	+	593	465	409	455	521	342
ENSG00000101311	FERMT1	protein_coding	Fermitin family homolog 1	chr20	6074845	6123214	-	325	234	299	124	80	53
ENSG00000289390	ENSG00000289390	lncRNA		chr5	178203851	178204373	-	3	1	7	1	2	0
ENSG00000117758	STX12	protein_coding	Syntaxin-12	chr1	27773219	27824443	+	488	498	424	574	548	447
ENSG00000198911	SREBF2	protein_coding	Sterol regulatory element-binding protein 2	chr22	41833079	41907307	+	1173	1085	1501	1151	1023	2294
ENSG00000278351	ENSG00000278351	lncRNA		chr12	45256473	45256726	+	0	8	1	3	6	0
ENSG00000080986	NDC80	protein_coding	Kinetochore protein NDC80 homolog	chr18	2571557	2616635	+	49	66	25	40	42	8
ENSG00000269906	ENSG00000269906	lncRNA		chr14	50662511	50663178	-	13	28	7	10	23	4
ENSG00000111885	MAN1A1	protein_coding	Mannosyl-oligosaccharide 1	chr6	119177205	119349761	-	567	579	553	559	562	366
ENSG00000124343	XG	protein_coding	Glycoprotein Xg	chrX	2752040	2816500	+	1	1	0	6	1	1
ENSG00000167785	ZNF558	protein_coding	Zinc finger protein 558	chr19	8806170	8832314	-	152	211	121	168	207	137
ENSG00000109320	NFKB1	protein_coding	Nuclear factor NF-kappa-B p105 subunit	chr4	102501330	102617302	+	881	614	721	628	668	566
ENSG00000231402	WASF5P	processed_pseudogene		chr6	31287510	31288964	-	0	3	0	0	1	0
ENSG00000233926	TLE1-DT	lncRNA		chr9	81689713	81776903	+	4	3	6	2	0	1
ENSG00000272914	ENSG00000272914	lncRNA		chr10	30831828	30833387	-	22	10	5	9	14	12
ENSG00000164011	ZNF691	protein_coding	Zinc finger protein 691	chr1	42846573	42852477	+	72	40	83	68	73	94
ENSG00000211786	TRAV8-2	TR_V_gene	T cell receptor alpha variable 8-2	chr14	21846537	21847221	+	3	2	1	0	1	0
ENSG00000285000	ENSG00000285000	protein_coding	Angiogenic factor with G patch and FHA domains 1	chr5	77030902	77152155	+	0	0	0	1	1	3
ENSG00000230537	LINC02937	lncRNA		chr9	91104327	91213046	-	10	16	6	19	23	8
ENSG00000253636	ENSG00000253636	lncRNA		chr8	73052178	73063061	+	12	15	8	19	10	11
ENSG00000267886	ENSG00000267886	lncRNA		chr19	23075201	23100361	+	10	6	8	1	2	4
ENSG00000101445	PPP1R16B	protein_coding	Protein phosphatase 1 regulatory inhibitor subunit 16B	chr20	38805697	38923024	+	208	166	294	438	379	524
ENSG00000172771	EFCAB12	protein_coding	EF-hand calcium-binding domain-containing protein 12	chr3	129401321	129428651	-	69	164	76	41	32	44
ENSG00000288719	ENSG00000288719	lncRNA		chr22	42183827	42207600	-	34	72	25	55	42	12
ENSG00000279801	ENSG00000279801	TEC		chr17	77444704	77447167	+	67	67	48	54	37	67
ENSG00000267724	ENSG00000267724	lncRNA		chr18	47105946	47108062	+	1	5	0	3	1	1
ENSG00000216906	ENSG00000216906	processed_pseudogene		chr6	149904243	149906418	+	1	5	0	0	0	1
ENSG00000110876	SELPLG	protein_coding	P-selectin glycoprotein ligand 1	chr12	108621895	108633894	-	339	239	476	212	171	259
ENSG00000254602	MIR130AHG	lncRNA		chr11	57638024	57652790	+	21	28	16	9	15	9
ENSG00000231789	PIK3CD-AS2	lncRNA		chr1	9672405	9687583	-	8	6	2	20	24	15
ENSG00000159335	PTMS	protein_coding	Parathymosin	chr12	6765516	6770952	+	440	436	602	415	382	722
ENSG00000226469	ADAM1B	unitary_pseudogene		chr12	111927018	111929017	+	3	5	2	1	2	1
ENSG00000147679	UTP23	protein_coding	rRNA-processing protein UTP23 homolog	chr8	116766505	116849463	+	72	93	48	66	112	47
ENSG00000233954	UQCRHL	protein_coding	Cytochrome b-c1 complex subunit 6-like	chr1	15807169	15809348	-	15	10	14	9	13	18
ENSG00000185436	IFNLR1	protein_coding	Interferon lambda receptor 1	chr1	24154168	24187959	-	129	99	155	69	59	102
ENSG00000252826	RNVU1-23	snRNA		chr1	143720510	143720644	-	1	0	2	4	0	3
ENSG00000144566	RAB5A	protein_coding	Ras-related protein Rab-5A	chr3	19947097	19985175	+	363	341	316	300	394	316
ENSG00000137965	IFI44	protein_coding	Interferon-induced protein 44	chr1	78649796	78664078	+	65	89	48	70	69	18
ENSG00000224549	ENSG00000224549	lncRNA		chr9	22767175	22768316	+	5	7	4	9	7	1
ENSG00000166908	PIP4K2C	protein_coding	Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma	chr12	57591174	57603418	+	405	297	514	303	264	473
ENSG00000183304	FAM9A	protein_coding	Protein FAM9A	chrX	8790795	8801383	-	1	3	0	0	1	0
ENSG00000174684	B4GAT1	protein_coding	Beta-1	chr11	66345374	66347629	-	90	96	100	135	119	136
ENSG00000254703	SENCR	lncRNA		chr11	128691664	128696023	-	17	6	14	9	8	12
ENSG00000270248	ENSG00000270248	processed_pseudogene		chr19	52110318	52110726	-	2	5	2	3	3	0
ENSG00000154727	GABPA	protein_coding	GA-binding protein alpha chain	chr21	25734570	25772460	+	189	207	172	204	264	98
ENSG00000142530	GARIN5A	protein_coding	Golgi-associated RAB2 interactor protein 5A	chr19	50466785	50476848	-	7	5	8	8	10	31
ENSG00000289375	ENSG00000289375	lncRNA		chr6	31619847	31620406	-	6	3	4	2	2	1
ENSG00000241685	ARPC1A	protein_coding	Actin-related protein 2/3 complex subunit 1A	chr7	99325898	99366262	+	65	83	62	70	78	38
ENSG00000204257	HLA-DMA	protein_coding	HLA class II histocompatibility antigen	chr6	32948613	32969094	-	214	161	236	148	141	242
ENSG00000151929	BAG3	protein_coding	BAG family molecular chaperone regulator 3	chr10	119651380	119677819	+	587	445	690	543	523	945
ENSG00000112303	VNN2	protein_coding	Pantetheine hydrolase VNN2	chr6	132743870	132763459	-	39	58	34	31	30	11
ENSG00000179387	ELMOD2	protein_coding	ELMO domain-containing protein 2	chr4	140524168	140553770	+	108	146	83	99	130	26
ENSG00000256234	ITPR2-AS1	lncRNA		chr12	26211164	26335856	-	10	9	4	0	1	1
ENSG00000255410	ENSG00000255410	lncRNA		chr11	6630504	6658396	+	3	5	7	2	3	3
ENSG00000110031	LPXN	protein_coding	Leupaxin	chr11	58526871	58578220	-	236	164	244	111	112	132
ENSG00000003147	ICA1	protein_coding	Islet cell autoantigen 1	chr7	8113184	8262687	-	192	270	151	305	341	129
ENSG00000164483	SAMD3	protein_coding	Sterile alpha motif domain-containing protein 3	chr6	130144315	130365425	-	24	35	7	14	25	3
ENSG00000255150	EID3	protein_coding	EP300-interacting inhibitor of differentiation 3	chr12	104303739	104305205	+	83	85	64	72	91	70
ENSG00000136950	ARPC5L	protein_coding	Actin-related protein 2/3 complex subunit 5-like protein	chr9	124862130	124877733	+	266	226	319	262	264	330
ENSG00000091039	OSBPL8	protein_coding	Oxysterol-binding protein-related protein 8	chr12	76351797	76559809	-	693	1294	593	1211	1460	809
ENSG00000240047	RPS3AP32	processed_pseudogene		chr8	74055882	74056647	+	5	9	1	3	6	0
ENSG00000201364	RN7SKP37	misc_RNA		chr10	21933143	21933438	+	3	0	1	3	2	4
ENSG00000104976	SNAPC2	protein_coding	snRNA-activating protein complex subunit 2	chr19	7920338	7923250	+	119	92	148	123	77	190
ENSG00000166860	ZBTB39	protein_coding	Zinc finger and BTB domain-containing protein 39	chr12	56998836	57006546	-	252	223	293	215	222	329
ENSG00000261481	CARHSP1-DT	lncRNA		chr16	8869251	8870032	+	3	0	2	3	2	3
ENSG00000249026	CTNNA1P1	processed_pseudogene		chr5	115389643	115392370	-	6	1	0	3	2	1
ENSG00000290877	ROCK1P1	lncRNA		chr18	109065	122340	+	2	2	2	3	7	1
ENSG00000254343	ENSG00000254343	lncRNA		chr8	120052180	120056201	+	1	1	0	3	7	3
ENSG00000251408	ENSG00000251408	lncRNA		chr4	6202328	6206649	+	3	1	0	2	0	0
ENSG00000287695	ENSG00000287695	lncRNA		chr5	154346042	154347834	+	11	11	5	9	12	5
ENSG00000261693	ENSG00000261693	lncRNA		chr8	142403652	142407028	+	1	1	5	2	7	11
ENSG00000026652	AGPAT4	protein_coding	1-acyl-sn-glycerol-3-phosphate acyltransferase delta	chr6	161129967	161274061	-	485	412	374	348	323	425
ENSG00000271303	SRXN1	protein_coding	Sulfiredoxin-1	chr20	646615	653200	-	38	28	56	24	26	65
ENSG00000164691	TAGAP	protein_coding	T-cell activation Rho GTPase-activating protein	chr6	159034468	159045152	-	65	54	102	43	35	55
ENSG00000107625	DDX50	protein_coding	ATP-dependent RNA helicase DDX50	chr10	68901286	68946847	+	215	256	157	204	249	125
ENSG00000165929	TC2N	protein_coding	Tandem C2 domains nuclear protein	chr14	91779746	91867536	-	361	355	261	336	454	222
ENSG00000134070	IRAK2	protein_coding	Interleukin-1 receptor-associated kinase-like 2	chr3	10164919	10243745	+	273	205	343	265	245	652
ENSG00000211961	IGHV1-45	IG_V_gene	Immunoglobulin heavy variable 1-45	chr14	106506996	106507491	-	2	0	4	2	0	0
ENSG00000135409	AMHR2	protein_coding	Anti-Muellerian hormone type-2 receptor	chr12	53423855	53431672	+	3	3	1	3	3	3
ENSG00000169933	FRMPD4	protein_coding	FERM and PDZ domain-containing protein 4	chrX	11822423	12724523	+	10	16	18	7	6	9
ENSG00000114019	AMOTL2	protein_coding	Angiomotin-like protein 2	chr3	134355347	134375479	-	898	524	1049	537	556	1147
ENSG00000215030	RPL13P12	processed_pseudogene		chr17	17383377	17384012	-	11	11	11	16	16	26
ENSG00000239437	RN7SL752P	misc_RNA		chr3	129591349	129591635	+	3	1	4	1	5	13
ENSG00000276809	ENSG00000276809	lncRNA		chr13	95744726	95745765	+	5	16	4	15	14	4
ENSG00000261476	ENSG00000261476	lncRNA		chr16	75458252	75460017	-	6	9	4	11	12	3
ENSG00000131196	NFATC1	protein_coding	Nuclear factor of activated T-cells	chr18	79395856	79529325	+	285	190	282	228	226	405
ENSG00000261150	EPPK1	protein_coding	Epiplakin	chr8	143857324	143878467	-	1192	745	1585	833	752	2193
ENSG00000106211	HSPB1	protein_coding	Heat shock protein beta-1	chr7	76302673	76304295	+	311	235	357	251	239	411
ENSG00000111199	TRPV4	protein_coding	Transient receptor potential cation channel subfamily V member 4	chr12	109783087	109833406	-	111	150	126	39	31	104
ENSG00000206703	RNU6-128P	snRNA		chr4	158794590	158794696	-	5	3	4	2	7	8
ENSG00000233937	CTC-338M12.4	lncRNA		chr5	181246466	181272167	+	44	43	26	34	39	51
ENSG00000184182	UBE2F	protein_coding	NEDD8-conjugating enzyme UBE2F	chr2	237966827	238042782	+	75	78	37	61	52	30
ENSG00000213799	ZNF845	protein_coding	Zinc finger protein 845	chr19	53333749	53356906	+	51	93	42	42	88	26
ENSG00000138092	CENPO	protein_coding	Centromere protein O	chr2	24793136	24822376	+	173	128	177	126	95	136
ENSG00000176236	RPP38-DT	lncRNA	Putative uncharacterized protein RPP38-DT	chr10	15095385	15097319	-	3	3	0	2	1	0
ENSG00000233401	PRKAR1AP1	processed_pseudogene		chr1	92125301	92126462	+	5	10	5	15	21	0
ENSG00000133816	MICAL2	protein_coding	[F-actin]-monooxygenase MICAL2	chr11	12094008	12359144	+	2028	1652	2226	2024	1978	2476
ENSG00000268659	ENSG00000268659	lncRNA		chr10	75642476	75643106	+	13	13	6	16	19	4
ENSG00000125779	PANK2	protein_coding	Pantothenate kinase 2	chr20	3888839	3929887	+	594	484	498	504	480	454
ENSG00000118690	ARMC2	protein_coding	Armadillo repeat-containing protein 2	chr6	108848416	108974476	+	94	141	60	99	88	40
ENSG00000228753	EIF4BP2	processed_pseudogene		chr10	21028999	21030792	+	1	4	0	2	1	1
ENSG00000166825	ANPEP	protein_coding	Aminopeptidase N	chr15	89784895	89815401	-	760	576	1017	354	334	549
ENSG00000289004	ENSG00000289004	lncRNA		chr16	58514881	58515464	-	1	1	2	8	2	4
ENSG00000172824	CES4A	protein_coding	Carboxylesterase 4A	chr16	66988589	67010417	+	52	62	69	47	29	88
ENSG00000110881	ASIC1	protein_coding	Acid-sensing ion channel 1	chr12	50057548	50083611	+	20	29	31	26	18	26
ENSG00000214212	C19orf38	protein_coding	Protein HIDE1	chr19	10836575	10869790	+	48	33	49	20	21	28
ENSG00000267871	ZNF460-AS1	lncRNA		chr19	57267211	57280334	-	10	15	14	11	15	16
ENSG00000158321	AUTS2	protein_coding	Autism susceptibility gene 2 protein	chr7	69598296	70793506	+	500	553	556	698	693	891
ENSG00000271743	ENSG00000271743	lncRNA		chr8	6615604	6617198	-	3	2	0	1	1	1
ENSG00000211771	TRBJ2-7	TR_J_gene	T cell receptor beta joining 2-7	chr7	142797456	142797502	+	3	1	4	1	2	0
ENSG00000291060	ENSG00000291060	lncRNA		chr16	22437008	22492220	+	21	22	30	19	24	35
ENSG00000007402	CACNA2D2	protein_coding	Voltage-dependent calcium channel subunit alpha-2/delta-2	chr3	50362613	50504244	-	104	52	165	347	288	762
ENSG00000156976	EIF4A2	protein_coding	Eukaryotic initiation factor 4A-II	chr3	186783205	186789897	+	844	826	653	786	846	443
ENSG00000168314	MOBP	protein_coding	Myelin-associated oligodendrocyte basic protein	chr3	39467198	39529479	+	5	0	1	0	3	1
ENSG00000286163	ENSG00000286163	lncRNA		chrX	121093392	121298035	+	2	2	2	2	4	3
ENSG00000227630	LINC01132	lncRNA		chr1	234724042	234736720	+	14	26	10	17	11	7
ENSG00000270607	NAV2-AS6	lncRNA		chr11	19710934	19712619	-	33	31	37	23	21	26
ENSG00000168298	H1-4	protein_coding	Histone H1.4	chr6	26156329	26157115	+	250	210	367	270	258	537
ENSG00000138658	ZGRF1	protein_coding	Protein ZGRF1	chr4	112539333	112636995	-	46	91	14	67	77	12
ENSG00000162951	LRRTM1	protein_coding	Leucine-rich repeat transmembrane neuronal protein 1	chr2	80288351	80304752	-	2	4	1	0	1	0
ENSG00000154655	L3MBTL4	protein_coding	Lethal(3)malignant brain tumor-like protein 4	chr18	5954706	6415237	-	150	116	106	189	188	120
ENSG00000125675	GRIA3	protein_coding	Glutamate receptor 3	chrX	123184153	123490915	+	24	39	23	5	8	5
ENSG00000240554	RPL7AP58	processed_pseudogene		chr11	29725764	29726565	+	3	1	2	2	2	4
ENSG00000230438	SERPINB9P1	lncRNA		chr6	2851230	2881407	-	147	142	151	18	21	11
ENSG00000165934	CPSF2	protein_coding	Cleavage and polyadenylation specificity factor subunit 2	chr14	92121969	92172145	+	461	522	331	483	544	260
ENSG00000178951	ZBTB7A	protein_coding	Zinc finger and BTB domain-containing protein 7A	chr19	4043303	4066899	-	871	855	1016	837	800	1089
ENSG00000289866	ENSG00000289866	lncRNA		chr14	50668405	50669009	+	3	5	7	0	1	3
ENSG00000255153	TOLLIP-DT	lncRNA		chr11	1309769	1310707	+	2	1	2	4	3	5
ENSG00000184838	PRR16	protein_coding	Protein Largen	chr5	120464300	120687332	+	34	57	52	37	38	50
ENSG00000131055	COX4I2	protein_coding	Cytochrome c oxidase subunit 4 isoform 2	chr20	31637912	31645006	+	3	5	4	24	18	22
ENSG00000253545	IGHV3-52	IG_V_pseudogene		chr14	106586376	106586826	-	0	0	0	2	0	3
ENSG00000105245	NUMBL	protein_coding	Numb-like protein	chr19	40665905	40690972	-	208	209	268	225	200	384
ENSG00000286303	ENSG00000286303	lncRNA		chr12	16420653	16447217	+	1	1	0	3	3	1
ENSG00000220256	ENSG00000220256	lncRNA		chr2	239762860	239824764	+	0	2	0	1	1	3
ENSG00000147044	CASK	protein_coding	Peripheral plasma membrane protein CASK	chrX	41514934	41923554	-	509	555	505	551	602	407
ENSG00000175967	LINC02880	lncRNA		chr6	113904132	113921642	+	0	1	1	2	2	1
ENSG00000271797	ENSG00000271797	lncRNA		chr5	115262505	115263448	+	0	1	4	0	0	0
ENSG00000249437	NAIP	protein_coding	Baculoviral IAP repeat-containing protein 1	chr5	70968166	71025339	-	124	89	132	89	78	59
ENSG00000271936	ENSG00000271936	lncRNA		chr2	24825610	24826717	+	27	11	18	16	12	13
ENSG00000264175	MIR3189	miRNA		chr19	18386562	18386634	+	1	3	2	3	6	12
ENSG00000255690	TRIL	protein_coding	TLR4 interactor with leucine rich repeats	chr7	28953358	28958330	-	4	6	5	9	10	22
ENSG00000160439	RDH13	protein_coding	Retinol dehydrogenase 13	chr19	55039108	55071291	-	163	148	180	149	122	228
ENSG00000136527	TRA2B	protein_coding	Transformer-2 protein homolog beta	chr3	185914558	185938103	-	864	791	686	816	896	513
ENSG00000225215	SMARCE1P1	processed_pseudogene		chr11	107403404	107404589	-	13	32	7	42	37	9
ENSG00000168824	NSG1	protein_coding	Neuronal vesicle trafficking-associated protein 1	chr4	4348140	4419058	+	9	12	10	2	2	0
ENSG00000286125	ENSG00000286125	lncRNA		chr19	56669941	56823395	+	10	14	12	4	16	18
ENSG00000064666	CNN2	protein_coding	Calponin-2	chr19	1026586	1039068	+	569	435	694	513	437	809
ENSG00000162390	ACOT11	protein_coding	Acyl-coenzyme A thioesterase 11	chr1	54542257	54639192	+	229	237	266	205	197	256
ENSG00000290421	ENSG00000290421	lncRNA		chr20	49318475	49441654	+	4	2	2	1	1	0
ENSG00000171817	ZNF540	protein_coding	Zinc finger protein 540	chr19	37551406	37614179	+	6	5	10	15	16	12
ENSG00000160211	G6PD	protein_coding	Glucose-6-phosphate 1-dehydrogenase	chrX	154517825	154547572	-	472	301	614	341	287	711
ENSG00000286743	ENSG00000286743	lncRNA		chr17	16525832	16529290	+	0	0	1	0	2	3
ENSG00000205861	PCOTH	lncRNA	Prostate collagen triple helix protein	chr13	23888842	23897263	+	4	1	6	9	7	9
ENSG00000143816	WNT9A	protein_coding	Protein Wnt-9a	chr1	227918656	227947932	-	64	46	61	42	28	93
ENSG00000182585	EPGN	protein_coding	Epigen	chr4	74308470	74316789	+	31	21	16	1	2	0
ENSG00000130731	METTL26	protein_coding	Methyltransferase-like 26	chr16	634427	636366	-	58	49	66	67	69	129
ENSG00000267546	ENSG00000267546	lncRNA		chr17	76545668	76557683	-	20	27	5	18	19	8
ENSG00000232187	FTH1P7	processed_pseudogene		chr13	22696023	22696574	-	3	1	0	1	2	1
ENSG00000279608	ENSG00000279608	TEC		chr9	35038625	35044326	-	185	220	150	164	206	203
ENSG00000119396	RAB14	protein_coding	Ras-related protein Rab-14	chr9	121178133	121223014	-	419	469	337	550	559	337
ENSG00000254521	SIGLEC12	protein_coding	Sialic acid-binding Ig-like lectin 12	chr19	51491227	51501800	-	12	14	19	28	14	30
ENSG00000259717	LINC00677	lncRNA		chr14	103120847	103123007	-	4	0	1	0	0	1
ENSG00000215883	CYB5RL	protein_coding	NADH-cytochrome b5 reductase-like	chr1	54169651	54200036	-	48	51	42	84	74	67
ENSG00000260671	ENSG00000260671	lncRNA		chr16	87739771	87747706	-	1	2	1	5	2	13
ENSG00000258791	LINC00520	lncRNA		chr14	55781132	55796731	-	12	7	10	3	2	3
ENSG00000204262	COL5A2	protein_coding	Collagen alpha-2(V) chain	chr2	189031898	189225312	-	845	989	1376	848	783	1123
ENSG00000143870	PDIA6	protein_coding	Protein disulfide-isomerase A6	chr2	10783391	10837977	-	717	687	868	738	737	863
ENSG00000147118	ZNF182	protein_coding	Zinc finger protein 182	chrX	47974851	48003989	-	31	49	31	34	45	26
ENSG00000260602	HMGN2P40	processed_pseudogene		chr15	68254549	68254939	+	3	3	0	1	0	0
ENSG00000153233	PTPRR	protein_coding	Receptor-type tyrosine-protein phosphatase R	chr12	70638073	70920738	-	5	9	6	3	6	0
ENSG00000205097	FRG2	protein_coding	Protein FRG2	chr4	190024367	190027257	-	10	1	2	1	0	0
ENSG00000282556	ENSG00000282556	lncRNA		chr11	6319127	6360454	+	2	1	1	9	3	1
ENSG00000089682	RBM41	protein_coding	RNA-binding protein 41	chrX	107061885	107118823	-	195	238	123	191	251	69
ENSG00000241789	RN7SL504P	misc_RNA		chr3	51872178	51872464	+	1	2	1	1	0	3
ENSG00000108654	DDX5	protein_coding	Probable ATP-dependent RNA helicase DDX5	chr17	64498254	64508199	-	1803	1691	1678	1677	1796	1573
ENSG00000071073	MGAT4A	protein_coding	Alpha-1	chr2	98619106	98731132	-	188	246	114	343	403	120
ENSG00000099834	CDHR5	protein_coding	Cadherin-related family member 5	chr11	616577	626078	-	1	2	1	0	0	5
ENSG00000102181	CD99L2	protein_coding	CD99 antigen-like protein 2	chrX	150766336	150898816	-	406	403	528	446	422	634
ENSG00000272282	LINC02084	lncRNA		chr3	27712910	27714005	+	4	2	0	2	2	3
ENSG00000211839	TRAJ50	TR_J_gene	T cell receptor alpha joining 50	chr14	22488593	22488652	+	3	1	1	0	1	0
ENSG00000200737	Y_RNA	misc_RNA		chr10	97421195	97421307	-	2	3	1	3	4	0
ENSG00000178404	CEP295NL	protein_coding	CEP295 N-terminal-like protein	chr17	78890579	78903217	-	86	105	79	99	74	63
ENSG00000214244	SETP21	processed_pseudogene		chr5	60459848	60460739	-	3	6	1	4	7	0
ENSG00000058262	SEC61A1	protein_coding	Protein transport protein Sec61 subunit alpha isoform 1	chr3	128051641	128071705	+	1204	1108	1427	1115	1049	1940
ENSG00000250138	ENSG00000250138	unprocessed_pseudogene		chr5	69631963	69636399	+	4	5	2	3	5	3
ENSG00000111206	FOXM1	protein_coding	Forkhead box protein M1	chr12	2857680	2877174	-	263	184	272	184	113	171
ENSG00000213096	ZNF254	protein_coding	Zinc finger protein 254	chr19	24033405	24129968	+	75	112	43	95	157	53
ENSG00000159840	ZYX	protein_coding	Zyxin	chr7	143381295	143391111	+	612	476	857	480	374	840
ENSG00000235453	SMIM27	protein_coding	Small integral membrane protein 27	chr9	32551144	32568621	+	13	15	12	13	23	12
ENSG00000117676	RPS6KA1	protein_coding	Ribosomal protein S6 kinase alpha-1	chr1	26529761	26575030	+	757	533	944	591	521	1068
ENSG00000132530	XAF1	protein_coding	XIAP-associated factor 1	chr17	6755447	6775647	+	122	159	109	83	98	75
ENSG00000167394	ZNF668	protein_coding	Zinc finger protein 668	chr16	31060843	31074240	-	72	47	71	62	43	123
ENSG00000176853	FAM91A1	protein_coding	Protein FAM91A1	chr8	123768439	123815452	+	443	474	349	539	544	193
ENSG00000114770	ABCC5	protein_coding	ATP-binding cassette sub-family C member 5	chr3	183919934	184017939	-	597	586	548	499	383	477
ENSG00000140451	PIF1	protein_coding	ATP-dependent DNA helicase PIF1	chr15	64815632	64825668	-	41	19	35	27	7	24
ENSG00000139266	MARCHF9	protein_coding	E3 ubiquitin-protein ligase MARCHF9	chr12	57755103	57760411	+	141	131	139	200	190	295
ENSG00000255647	ENSG00000255647	lncRNA		chr5	90410000	90410669	+	4	3	2	3	3	3
ENSG00000168961	LGALS9	protein_coding	Galectin-9	chr17	27629798	27649560	+	185	123	168	101	78	118
ENSG00000275846	ENSG00000275846	lncRNA		chr6	26602733	26606661	+	0	4	0	3	3	0
ENSG00000291063	ENSG00000291063	lncRNA		chr17	31008497	31093127	+	9	26	16	19	26	5
ENSG00000023041	ZDHHC6	protein_coding	Palmitoyltransferase ZDHHC6	chr10	112424428	112447572	-	296	327	214	320	350	172
ENSG00000271614	ATP2B1-AS1	lncRNA		chr12	89708959	89712590	+	13	10	16	6	11	15
ENSG00000228192	ZNF691-DT	lncRNA		chr1	42832522	42846427	-	31	24	26	37	34	39
ENSG00000261208	ENSG00000261208	processed_pseudogene		chr14	52286797	52289268	+	4	6	2	10	7	3
ENSG00000243954	RN7SL743P	misc_RNA		chr16	8683254	8683551	+	24	26	13	18	15	9
ENSG00000278765	ENSG00000278765	lncRNA		chr17	48066704	48067293	-	10	6	5	13	7	4
ENSG00000224116	INHBA-AS1	lncRNA		chr7	41693884	41779388	+	7	7	4	1	1	0
ENSG00000082153	BZW1	protein_coding	eIF5-mimic protein 2	chr2	200810594	200827338	+	386	382	370	305	358	252
ENSG00000164898	FMC1	protein_coding	Protein FMC1 homolog	chr7	139339457	139346328	+	1	4	4	7	7	3
ENSG00000275294	LINC02340	lncRNA		chr13	27178263	27251288	-	2	2	5	8	10	3
ENSG00000256229	ZNF486	protein_coding	Zinc finger protein 486	chr19	20167214	20200488	+	48	72	41	37	43	27
ENSG00000128709	HOXD9	protein_coding	Homeobox protein Hox-D9	chr2	176122719	176124937	+	1	0	2	4	3	7
ENSG00000078018	MAP2	protein_coding	Microtubule-associated protein 2	chr2	209424047	209734147	+	257	235	207	412	439	260
ENSG00000146677	RPL32P18	processed_pseudogene		chr7	44467897	44468304	+	6	10	8	5	7	7
ENSG00000164151	ICE1	protein_coding	Little elongation complex subunit 1	chr5	5420664	5490220	+	475	533	334	546	599	249
ENSG00000276633	ENSG00000276633	lncRNA		chr21	45870854	45873345	+	2	2	2	3	10	5
ENSG00000100908	EMC9	protein_coding	ER membrane protein complex subunit 9	chr14	24138959	24141591	-	51	40	64	35	34	82
ENSG00000163430	FSTL1	protein_coding	Follistatin-related protein 1	chr3	120392293	120450993	-	1043	1018	1126	798	783	722
ENSG00000253361	ENSG00000253361	lncRNA		chr8	38543276	38560877	-	3	3	0	2	1	4
ENSG00000275318	ENSG00000275318	unprocessed_pseudogene		chr9	92840955	92841688	-	4	16	2	23	29	5
ENSG00000168702	LRP1B	protein_coding	Low-density lipoprotein receptor-related protein 1B	chr2	140231423	142131016	-	4	8	1	8	3	1
ENSG00000200558	RNA5SP429	rRNA_pseudogene		chr16	68742480	68742588	+	3	4	4	2	1	4
ENSG00000112936	C7	protein_coding	Complement component C7	chr5	40909492	41020216	+	40	67	28	851	597	417
ENSG00000287415	ENSG00000287415	lncRNA		chr3	40869548	40875980	+	3	5	2	9	8	7
ENSG00000102805	CLN5	protein_coding	Ceroid-lipofuscinosis neuronal protein 5	chr13	76990660	77019143	+	110	134	67	127	145	54
